"customer_id","revenue","most_recent_visit","number_of_orders","recency_days"
15059,1090,2006-11-18,11,44
1641,728,2006-08-28,9,126
9027,629,2006-07-16,7,169
28481,1241,2006-09-05,13,118
34691,388,2006-04-08,5,268
35426,1189,2006-11-29,13,33
32211,908,2006-10-30,10,63
17566,1267,2006-06-16,10,199
22583,861,2006-03-06,11,301
16785,1116,2006-04-22,10,254
27953,736,2005-09-10,8,478
13241,979,2006-05-27,9,219
36839,782,2006-06-26,9,189
11692,382,2005-09-22,5,466
33158,879,2006-11-06,7,56
38573,868,2006-12-04,6,28
32737,837,2006-10-21,12,72
15707,527,2005-10-14,5,444
29341,1343,2006-05-03,13,243
18457,886,2006-10-01,10,92
16064,2043,2006-05-23,15,223
38205,472,2006-10-17,6,76
35821,865,2006-12-13,11,19
36767,923,2006-10-01,9,92
26964,1457,2006-10-04,12,89
34671,647,2006-04-02,7,274
14325,216,2006-10-31,3,62
33279,1308,2006-11-18,13,44
7605,1223,2006-03-01,12,306
7599,499,2006-04-22,6,254
5880,1468,2006-07-07,13,178
26738,973,2006-02-20,9,315
30783,910,2006-12-22,11,10
23639,409,2006-05-06,9,240
34175,1305,2006-03-28,13,279
11340,1068,2006-06-12,13,203
14277,995,2006-09-04,9,119
6700,1938,2006-06-25,17,190
18575,1054,2006-02-24,9,311
32366,836,2006-03-04,8,303
4290,762,2006-08-08,7,146
23999,566,2006-07-19,7,166
21855,504,2005-11-28,8,399
9546,322,2005-09-04,5,484
16169,1120,2006-10-01,10,92
7218,547,2006-12-23,7,9
34314,740,2006-07-04,6,181
12564,1536,2006-09-19,13,104
26671,1450,2005-12-06,14,391
868,1093,2006-01-09,10,357
37665,1266,2006-08-09,14,145
38402,650,2006-07-18,6,167
26741,1045,2006-11-17,12,45
39779,425,2006-09-03,5,120
18680,817,2005-09-29,7,459
9795,998,2006-09-20,8,103
29415,744,2006-08-28,9,126
13117,824,2006-10-14,12,79
26327,692,2006-04-05,7,271
28176,987,2006-10-18,11,75
26236,1345,2006-10-07,15,86
34306,1098,2006-07-19,10,166
9194,1040,2006-11-21,13,41
35451,783,2006-05-18,9,228
34588,1169,2006-06-26,14,189
8902,992,2006-08-20,11,134
37526,707,2006-04-30,9,246
30665,1078,2005-09-14,9,474
13696,446,2005-07-12,6,538
14004,518,2005-02-25,8,675
37102,1107,2006-08-21,11,133
7941,1005,2006-08-07,8,147
3524,1568,2006-11-02,12,60
7044,762,2006-10-19,11,74
30143,1163,2006-12-25,12,7
10235,656,2005-10-26,8,432
17105,904,2005-06-22,7,558
12794,1252,2006-11-23,13,39
14660,1573,2006-06-05,16,210
8225,547,2006-09-26,5,97
15851,941,2006-08-29,8,125
34467,814,2006-11-07,10,55
1729,467,2006-05-31,6,215
26045,1167,2006-07-11,13,174
37844,372,2005-11-13,6,414
23467,867,2006-09-13,10,110
38732,461,2006-05-13,6,233
1726,1076,2005-10-11,12,447
35336,777,2006-04-23,7,253
31686,807,2006-07-10,8,175
6989,1079,2006-12-26,11,6
4177,732,2006-09-26,8,97
23447,715,2005-11-16,10,411
13835,599,2005-07-01,6,549
28291,859,2006-10-13,10,80
39665,646,2005-10-15,9,443
6086,486,2006-10-07,6,86
22134,483,2005-08-28,4,491
36809,1368,2006-08-29,11,125
30964,656,2006-08-18,6,136
19552,1515,2006-10-01,16,92
16633,988,2005-08-06,9,513
22329,1288,2006-11-13,12,49
7898,1218,2006-11-07,9,55
34429,759,2006-11-25,6,37
18641,1061,2006-09-02,12,121
29994,816,2006-12-14,9,18
35042,985,2005-12-29,10,368
21753,602,2006-05-15,5,231
4570,792,2006-06-17,8,198
1082,686,2006-08-30,8,124
36969,1361,2006-08-13,11,141
9502,976,2006-02-26,9,309
24288,1334,2006-07-20,13,165
25804,1101,2006-10-31,10,62
11490,804,2006-07-15,6,170
11508,963,2006-07-24,11,161
8779,931,2006-10-08,12,85
34968,627,2006-10-09,6,84
16384,745,2006-09-14,8,109
32771,708,2006-10-05,8,88
14345,878,2006-09-10,7,113
7953,1063,2006-10-09,13,84
35819,961,2006-10-15,10,78
37379,608,2006-05-27,7,219
19035,1046,2006-07-08,10,177
16454,685,2006-12-01,10,31
3092,885,2006-08-02,10,152
4333,1175,2006-08-23,13,131
33419,1518,2006-11-14,15,48
25709,753,2006-09-17,7,106
6555,645,2006-08-20,9,134
20508,918,2006-02-15,9,320
2941,916,2005-12-05,9,392
20192,1100,2006-10-11,12,82
1036,962,2006-11-13,9,49
18248,1722,2006-08-05,14,149
28697,808,2006-08-16,7,138
35286,1045,2006-07-10,11,175
4929,835,2006-09-30,8,93
20899,933,2005-12-01,11,396
31123,1205,2006-05-22,10,224
17056,978,2005-06-30,8,550
25231,1017,2006-11-13,9,49
10143,1198,2006-08-01,13,153
19507,476,2006-06-27,6,188
39376,1137,2006-08-29,14,125
37465,770,2006-06-29,13,186
19723,361,2006-03-17,3,290
32108,898,2006-04-19,10,257
8713,938,2006-07-20,8,165
16100,866,2006-11-29,11,33
26625,871,2006-11-26,10,36
18766,817,2006-12-08,5,24
9273,472,2006-11-25,9,37
13467,707,2006-10-28,6,65
32406,975,2006-03-16,13,291
13739,907,2006-06-11,11,204
12459,943,2006-12-15,11,17
15490,1324,2006-08-25,13,129
15251,698,2006-06-10,8,205
30830,366,2005-11-03,5,424
31289,730,2006-11-03,7,59
24734,690,2006-05-20,8,226
11536,743,2006-11-19,7,43
8414,1378,2006-11-05,15,57
15626,681,2006-07-08,7,177
22843,1869,2006-08-04,17,150
33178,764,2006-08-25,10,129
18376,1389,2006-07-09,12,176
20983,1187,2006-12-23,11,9
23663,876,2005-11-14,9,413
15534,1360,2006-10-23,13,70
30944,673,2006-06-26,5,189
33140,1523,2006-10-19,14,74
19243,1018,2006-10-31,13,62
33865,527,2005-09-24,6,464
8229,485,2006-08-10,7,144
4265,620,2006-05-09,6,237
24539,1721,2006-08-06,13,148
15946,765,2006-09-25,8,98
20633,592,2006-08-24,6,130
34946,1493,2006-08-11,17,143
10956,733,2005-10-19,9,439
9676,1603,2006-11-07,17,55
24871,782,2006-06-25,8,190
22871,915,2006-06-17,8,198
5465,844,2006-08-07,7,147
39833,181,2006-02-25,4,310
13606,1091,2006-06-16,10,199
37496,644,2006-08-30,8,124
33632,1007,2006-12-24,10,8
26105,511,2006-02-23,5,312
17731,956,2006-11-01,10,61
4820,777,2006-11-01,9,61
26246,685,2006-02-13,7,322
18529,658,2006-10-24,9,69
32566,1610,2006-11-29,16,33
32103,995,2006-11-28,8,34
14842,1800,2006-08-06,15,148
20789,832,2005-04-10,10,631
36131,771,2005-11-20,9,407
14950,532,2006-08-11,8,143
13818,1046,2006-04-26,11,250
23654,1013,2006-10-19,13,74
26641,1319,2006-06-17,12,198
7051,974,2006-07-02,13,183
22815,661,2006-09-07,10,116
16870,718,2006-09-25,8,98
19872,1194,2006-04-08,12,268
23965,575,2005-10-04,4,454
840,1694,2006-09-29,15,94
38926,625,2006-05-31,7,215
25595,1043,2006-11-12,11,50
36316,640,2006-05-26,5,220
1748,1164,2006-12-13,13,19
24102,906,2006-03-21,9,286
26170,277,2005-05-04,4,607
20695,1187,2006-08-28,11,126
1949,715,2006-09-22,6,101
38024,834,2006-06-11,8,204
14747,406,2006-08-04,5,150
20397,923,2006-11-25,10,37
37640,985,2006-08-31,8,123
36822,1173,2006-07-15,11,170
30775,671,2005-09-11,7,477
4309,899,2006-09-19,9,104
11666,1667,2006-08-09,16,145
11951,1279,2006-11-24,14,38
10758,1210,2006-11-11,12,51
2455,1343,2006-09-24,16,99
31378,610,2005-04-14,6,627
21279,1114,2006-05-09,13,237
26444,780,2006-10-23,7,70
39119,1066,2006-10-05,14,88
8892,1327,2006-07-08,14,177
3479,1267,2006-06-07,9,208
10732,1140,2006-10-05,13,88
19423,632,2006-06-27,8,188
26847,1637,2005-09-17,9,471
6193,859,2005-09-18,8,470
30595,884,2006-12-27,10,5
6309,686,2005-10-08,10,450
39374,818,2006-08-14,9,140
33786,956,2006-07-03,12,182
8733,469,2005-12-22,6,375
7947,454,2006-12-27,7,5
18404,531,2006-12-10,5,22
21273,910,2006-07-12,8,173
33846,631,2005-07-21,4,529
12340,915,2006-07-11,8,174
4631,541,2006-10-11,6,82
19193,1700,2006-06-09,16,206
888,1037,2006-07-13,11,172
10927,440,2006-07-27,7,158
1868,878,2006-08-08,9,146
29982,1461,2006-09-19,14,104
37812,914,2006-05-31,11,215
6215,606,2006-05-18,8,228
39725,1603,2006-12-09,15,23
5766,1412,2006-08-21,12,133
28016,1781,2006-08-03,16,151
36088,1152,2006-08-05,10,149
670,633,2006-07-18,6,167
18238,1272,2006-07-12,11,173
21531,1047,2005-08-05,8,514
38559,581,2006-07-23,8,162
26368,1116,2006-07-09,11,176
20732,817,2006-09-25,8,98
24261,1467,2006-07-10,15,175
12640,362,2005-07-18,4,532
25528,306,2006-06-29,4,186
10563,1097,2006-09-07,14,116
15055,914,2005-12-30,11,367
6744,482,2006-08-22,6,132
17385,754,2006-10-29,7,64
38325,1141,2006-10-29,13,64
14322,355,2005-07-18,5,532
39109,367,2006-10-14,7,79
23887,791,2006-05-31,9,215
8990,1218,2006-11-01,10,61
38449,790,2006-06-15,9,200
27353,590,2006-07-22,9,163
9050,1005,2006-11-06,14,56
3577,1050,2006-12-18,11,14
18688,1300,2006-10-19,11,74
7374,912,2005-10-06,8,452
1312,1138,2006-07-15,10,170
16513,772,2006-11-17,9,45
29199,1807,2006-10-03,13,90
27049,1924,2006-12-02,15,30
37424,818,2006-06-23,8,192
30738,1581,2006-11-26,14,36
5707,1055,2006-11-20,12,42
16067,935,2006-07-26,10,159
37395,1021,2005-12-25,9,372
17021,1271,2006-08-30,13,124
37634,673,2006-07-28,7,157
33820,1517,2006-09-11,13,112
18917,157,2005-07-30,3,520
39450,775,2006-08-28,10,126
32213,1159,2006-09-06,14,117
19576,1431,2006-11-25,13,37
17358,965,2006-09-26,10,97
18970,1574,2006-11-20,15,42
3406,1283,2006-08-24,18,130
18668,914,2006-10-10,9,83
28556,929,2006-11-29,11,33
24563,832,2005-09-18,8,470
26209,647,2006-08-26,7,128
31907,875,2006-10-06,10,87
21967,1590,2006-09-04,16,119
10241,935,2005-08-10,9,509
27964,1051,2005-12-08,10,389
39619,738,2006-08-26,10,128
39420,371,2005-09-20,5,468
26134,759,2006-07-01,11,184
20494,893,2006-08-17,11,137
24290,654,2006-10-03,8,90
36569,454,2006-04-29,4,247
34913,1416,2006-07-31,14,154
19879,991,2005-08-28,10,491
36433,635,2005-11-22,5,405
30155,1056,2006-10-12,14,81
19921,727,2006-07-29,10,156
8948,818,2006-06-12,7,203
8677,1524,2006-07-27,11,158
35948,911,2006-08-19,8,135
6137,406,2006-07-11,6,174
24979,1230,2006-09-05,12,118
30015,937,2005-10-12,9,446
35122,377,2005-08-13,6,506
33633,977,2006-06-06,9,209
19460,809,2006-08-17,9,137
29205,277,2006-01-20,3,346
33565,992,2006-11-13,9,49
27189,777,2006-11-10,13,52
32119,936,2005-10-26,9,432
12291,231,2006-07-10,4,175
28032,721,2006-11-14,10,48
10314,1081,2006-09-04,12,119
29078,1192,2006-09-06,11,117
5819,678,2006-08-14,7,140
6367,862,2006-02-02,7,333
17510,1166,2006-09-21,10,102
10662,866,2006-09-07,10,116
1480,917,2006-07-06,9,179
26416,875,2006-02-08,10,327
10207,1199,2006-08-22,10,132
33875,1511,2006-08-18,15,136
27203,804,2006-07-30,9,155
30263,1483,2006-04-23,13,253
13039,1044,2006-08-22,8,132
33859,718,2006-09-28,9,95
28501,935,2006-12-18,9,14
35390,1426,2006-09-22,12,101
17340,792,2006-10-26,9,67
30984,1015,2006-09-16,11,107
21492,1101,2005-06-28,11,552
26024,415,2006-03-15,8,292
264,982,2006-01-23,10,343
39035,780,2006-07-05,7,180
32693,1043,2006-09-17,10,106
8448,1025,2006-09-01,7,122
20077,715,2005-11-03,9,424
31059,700,2005-11-05,8,422
7060,1214,2006-12-17,15,15
20936,480,2006-10-19,10,74
4106,640,2005-11-24,8,403
3557,1266,2006-06-18,11,197
7132,602,2006-08-19,8,135
24903,951,2006-12-17,7,15
26217,1143,2006-04-21,11,255
19590,1370,2006-08-29,17,125
30566,1129,2005-06-23,9,557
17717,412,2005-10-28,6,430
12628,1087,2006-10-16,10,77
18882,347,2006-06-24,5,191
15912,839,2006-05-26,10,220
3051,1217,2006-07-31,10,154
1557,1310,2006-09-22,19,101
4706,840,2006-07-01,10,184
26999,1141,2006-05-09,11,237
20299,1001,2006-01-20,10,346
36092,954,2006-11-05,6,57
34356,757,2005-11-19,10,408
9937,1002,2006-12-09,12,23
28060,905,2006-10-24,10,69
24866,1601,2005-08-29,12,490
5579,936,2006-07-26,7,159
13488,856,2006-05-27,8,219
32872,1173,2006-09-07,11,116
14355,635,2006-10-21,7,72
19212,1188,2006-03-08,7,299
32592,1043,2006-08-09,13,145
32762,1251,2006-12-13,16,19
29880,981,2006-09-11,9,112
35589,1007,2006-09-05,12,118
19527,796,2006-06-04,8,211
5462,648,2006-01-18,7,348
9376,1285,2006-10-17,13,76
12341,434,2006-06-19,7,196
10949,997,2006-09-24,11,99
4841,977,2006-08-21,10,133
19126,443,2005-11-06,5,421
2413,1136,2005-10-31,11,427
1286,890,2005-07-21,11,529
22698,741,2006-08-17,9,137
11310,1054,2006-08-08,9,146
29260,1143,2006-06-26,14,189
27255,1213,2006-10-31,12,62
1471,847,2006-07-25,9,160
17466,1241,2006-08-05,11,149
23877,932,2006-10-09,8,84
19464,1212,2006-09-02,14,121
23921,907,2006-08-24,9,130
32520,1513,2006-07-21,14,164
17297,898,2006-09-03,11,120
31329,1090,2006-09-15,11,108
13279,550,2006-12-17,6,15
36502,1067,2005-08-16,11,503
36793,1268,2006-05-22,13,224
24326,1014,2006-04-30,9,246
12608,448,2006-07-20,5,165
25563,719,2006-09-29,8,94
3110,826,2006-03-16,12,291
29663,612,2006-02-17,5,318
33339,247,2006-08-31,4,123
36239,766,2006-07-14,9,171
34497,320,2005-12-08,4,389
4057,1345,2006-09-18,12,105
2519,927,2006-06-30,9,185
10974,511,2006-12-21,5,11
34534,1075,2006-02-18,7,317
14507,841,2006-06-10,7,205
14484,870,2006-08-24,12,130
32481,1085,2006-11-02,9,60
16048,1473,2005-09-16,12,472
34583,672,2006-08-21,9,133
25472,689,2005-11-07,8,420
38374,818,2006-06-22,9,193
14723,1243,2006-08-27,13,127
12112,1317,2006-11-26,14,36
26854,1687,2006-10-11,15,82
24819,1175,2006-07-24,9,161
29398,542,2005-10-20,8,438
26168,1069,2006-05-26,12,220
19387,778,2006-09-28,9,95
18947,1315,2006-07-11,13,174
3642,846,2006-05-31,7,215
4693,1165,2006-10-23,13,70
37732,756,2006-06-16,10,199
31423,671,2005-06-21,5,559
13155,1370,2006-10-05,17,88
25710,1175,2006-09-24,12,99
14695,707,2006-08-17,8,137
15084,858,2006-09-18,12,105
4645,989,2006-10-25,16,68
21224,1295,2006-11-24,15,38
27367,821,2006-12-29,11,3
35096,706,2006-11-30,7,32
36393,794,2005-09-14,9,474
18598,575,2006-10-08,8,85
1052,1336,2006-08-15,12,139
10317,617,2006-04-16,7,260
24670,465,2006-12-18,7,14
20938,775,2006-11-05,10,57
24989,1373,2006-10-13,14,80
30098,654,2005-08-09,7,510
39547,871,2006-09-16,9,107
12300,1032,2006-08-15,10,139
31343,802,2006-04-27,5,249
4045,510,2006-09-01,6,122
6531,1122,2006-09-24,11,99
25416,1355,2006-08-08,11,146
19715,905,2006-08-16,9,138
31484,1313,2006-12-16,12,16
29022,386,2006-09-10,7,113
13524,1568,2006-05-30,15,216
33450,520,2006-12-02,6,30
24805,786,2006-07-28,9,157
38181,1330,2006-06-21,12,194
23380,1372,2006-07-20,10,165
31928,818,2005-10-04,7,454
25274,857,2006-05-24,8,222
10731,762,2006-06-17,8,198
25095,847,2006-06-08,10,207
38161,1185,2006-11-06,13,56
34799,455,2005-09-04,5,484
25498,416,2006-10-06,6,87
5528,747,2006-04-11,9,265
25763,552,2006-09-09,7,114
15180,820,2006-05-27,9,219
755,1053,2006-10-04,13,89
22618,133,2006-09-09,3,114
5350,1021,2006-11-22,11,40
2432,965,2006-08-26,9,128
16784,648,2006-08-29,7,125
19639,347,2006-06-20,6,195
14088,523,2004-10-12,4,811
26933,415,2005-11-09,6,418
9565,1568,2006-09-17,17,106
4199,1217,2006-02-20,10,315
30417,1088,2005-11-30,12,397
10783,838,2006-08-17,8,137
21098,1278,2006-11-20,13,42
6159,971,2006-09-05,11,118
23170,913,2006-06-22,10,193
20018,797,2006-07-24,11,161
4188,779,2006-10-03,8,90
4651,908,2006-09-01,7,122
28550,1165,2006-06-28,10,187
14307,926,2006-08-06,10,148
14852,1295,2006-10-02,15,91
16672,1287,2006-10-04,10,89
2509,848,2006-08-25,8,129
1685,1028,2006-05-20,10,226
19594,367,2006-02-17,5,318
26970,1109,2006-09-24,14,99
24975,1037,2006-08-06,12,148
2616,1271,2006-06-01,13,214
9526,1355,2006-09-03,12,120
13690,844,2006-11-03,11,59
36557,832,2006-09-10,9,113
771,980,2005-11-01,10,426
26629,947,2006-01-19,9,347
24076,395,2005-11-04,4,423
25863,482,2006-09-09,7,114
30002,494,2005-09-26,7,462
36597,709,2006-08-06,8,148
19614,986,2006-08-05,11,149
2398,1408,2006-06-14,13,201
20047,716,2006-12-22,8,10
32995,603,2006-03-23,7,284
32384,832,2006-07-27,10,158
19962,1803,2006-10-31,17,62
35665,946,2006-06-04,9,211
8212,1224,2006-08-21,11,133
6559,634,2005-06-23,8,557
26595,909,2006-09-24,11,99
14640,1156,2006-10-03,11,90
22637,894,2006-07-12,9,173
36520,1948,2006-07-21,21,164
29219,813,2006-06-22,7,193
10896,905,2006-12-30,9,2
39758,544,2005-05-18,5,593
24884,495,2005-05-09,7,602
34147,1019,2006-10-10,9,83
17195,1339,2006-08-18,16,136
35499,580,2005-04-05,5,636
17568,1366,2006-07-16,15,169
33283,429,2006-06-04,5,211
33378,1422,2006-08-13,12,141
2297,869,2006-11-19,8,43
37450,849,2006-08-22,12,132
17136,761,2006-08-15,8,139
32490,559,2006-10-13,7,80
9077,892,2005-12-21,10,376
7866,1064,2006-07-13,11,172
3900,695,2006-09-06,9,117
5007,934,2006-09-03,8,120
29150,693,2005-08-06,9,513
18128,596,2006-10-29,8,64
25714,816,2006-09-18,9,105
14865,323,2006-10-29,6,64
37545,1058,2006-06-05,15,210
5752,1024,2006-03-18,9,289
10880,848,2006-12-04,10,28
39031,627,2006-05-29,4,217
12464,711,2006-07-03,7,182
24127,1143,2006-10-09,11,84
22382,1308,2006-07-19,13,166
24474,1109,2006-07-24,14,161
5996,1180,2006-08-15,13,139
22644,803,2006-09-15,11,108
15262,514,2006-07-18,6,167
17357,887,2006-08-08,13,146
14238,657,2006-09-08,9,115
9836,468,2005-09-06,5,482
19459,861,2006-09-02,11,121
22295,1441,2006-10-17,16,76
19676,972,2006-01-26,9,340
22919,716,2006-03-30,8,277
23255,664,2006-04-01,10,275
2714,866,2006-06-10,9,205
36674,599,2006-04-07,7,269
33793,1885,2006-09-03,19,120
23166,830,2006-09-23,9,100
4226,538,2006-06-09,9,206
2477,722,2006-06-04,8,211
16892,1511,2006-08-17,15,137
29192,966,2006-07-14,8,171
26900,680,2006-07-17,5,168
28456,1392,2006-09-01,15,122
2631,2083,2006-09-02,18,121
1867,816,2006-11-19,11,43
8979,812,2006-08-31,10,123
28181,498,2006-07-16,8,169
1842,726,2006-11-13,9,49
37926,1657,2006-10-23,19,70
31882,1175,2006-07-27,12,158
22457,973,2006-11-20,8,42
34248,904,2006-08-02,10,152
14617,1222,2005-11-09,11,418
17305,554,2006-06-15,6,200
5863,1151,2006-11-25,12,37
14401,730,2006-04-28,8,248
17787,841,2006-03-09,7,298
6202,952,2006-08-06,8,148
23496,746,2006-05-14,12,232
22289,1006,2006-02-19,8,316
18214,957,2006-07-30,8,155
23436,225,2006-02-22,4,313
14301,914,2006-04-24,11,252
4514,1856,2006-10-09,16,84
19284,746,2006-12-19,8,13
4185,1359,2006-08-08,17,146
12884,735,2006-06-07,8,208
5783,1610,2006-08-27,14,127
26241,871,2006-10-07,10,86
25518,992,2006-07-21,9,164
11260,1372,2006-10-10,13,83
1500,985,2006-09-03,10,120
35119,744,2006-07-22,7,163
7337,505,2006-08-01,7,153
6517,853,2006-04-17,8,259
11362,708,2006-12-09,10,23
5918,630,2006-11-14,8,48
28750,1080,2006-06-05,12,210
6817,1267,2006-10-25,12,68
29819,308,2006-08-22,5,132
11419,1182,2006-11-19,13,43
39681,1217,2006-08-14,14,140
9195,969,2006-08-20,13,134
7897,1563,2006-09-12,16,111
25823,1353,2006-05-12,11,234
2031,643,2006-11-16,7,46
27630,699,2006-11-15,7,47
35575,1174,2006-07-22,10,163
34765,1197,2006-11-29,11,33
10845,742,2005-09-26,7,462
30597,825,2006-07-10,8,175
24752,633,2006-06-01,8,214
31106,567,2006-10-02,10,91
19980,246,2006-08-14,5,140
19303,1665,2006-10-14,13,79
39595,676,2006-09-02,8,121
36536,874,2006-09-26,6,97
20482,928,2006-03-20,9,287
37378,594,2006-10-02,5,91
11528,1190,2006-08-08,9,146
38507,1750,2006-12-15,14,17
33744,1198,2005-09-30,13,458
37428,1157,2006-09-05,12,118
21371,840,2006-08-11,11,143
6251,1357,2006-09-23,13,100
17550,851,2006-10-08,9,85
4216,864,2005-08-12,7,507
20960,891,2006-09-19,11,104
24730,846,2006-06-22,12,193
31950,1391,2005-10-15,13,443
3310,977,2005-09-24,7,464
24050,1576,2006-05-09,14,237
29984,552,2006-06-30,5,185
22326,1184,2006-09-25,11,98
18297,867,2006-12-25,9,7
14398,812,2006-08-06,8,148
13035,950,2005-11-01,10,426
15919,938,2005-08-03,11,516
6352,813,2006-08-28,12,126
37012,614,2006-07-02,9,183
29314,701,2006-02-27,8,308
37683,608,2005-09-16,6,472
38076,1133,2006-11-23,10,39
15431,729,2006-10-11,10,82
39166,1578,2006-11-18,13,44
5472,674,2006-05-16,7,230
39017,843,2006-03-21,8,286
36205,1279,2006-12-13,11,19
19112,427,2006-05-13,5,233
21446,837,2006-07-05,12,180
32095,822,2006-07-16,9,169
15365,533,2006-05-16,6,230
10092,766,2006-12-06,6,26
14705,1410,2006-08-23,11,131
25959,666,2005-08-18,6,501
9061,408,2006-05-11,7,235
37508,1362,2006-07-03,12,182
33902,673,2006-08-13,7,141
14460,891,2006-10-09,9,84
33961,1765,2006-06-11,16,204
33513,926,2006-10-19,9,74
36748,748,2006-04-14,8,262
11813,855,2006-08-27,8,127
33440,1171,2006-12-28,14,4
383,677,2006-01-06,8,360
22881,811,2006-11-02,8,60
26525,740,2006-06-25,8,190
10335,915,2006-07-30,6,155
2696,1265,2006-07-25,14,160
13578,574,2006-10-03,8,90
34335,435,2006-06-02,7,213
5044,1292,2006-11-14,15,48
36258,672,2006-08-28,6,126
12352,1034,2006-08-02,9,152
35912,1830,2006-02-23,17,312
27640,869,2006-05-24,9,222
2227,823,2006-09-07,8,116
11623,943,2006-08-07,11,147
30713,1062,2005-11-18,9,409
25051,1332,2006-06-15,12,200
3602,777,2006-08-28,10,126
898,844,2006-04-27,9,249
9649,1037,2006-06-11,11,204
30864,1431,2006-09-09,16,114
29433,1419,2006-10-24,11,69
28419,624,2006-06-21,9,194
25083,1300,2006-09-17,14,106
2090,1539,2006-10-09,17,84
15762,636,2006-07-01,6,184
11824,714,2006-11-08,7,54
30689,719,2006-09-26,9,97
11402,479,2006-05-16,6,230
15144,1774,2006-08-24,21,130
22777,1213,2006-11-25,12,37
13698,795,2005-10-24,9,434
5990,565,2006-08-10,8,144
1251,1123,2006-05-24,9,222
19880,909,2005-09-15,8,473
26659,1122,2006-08-01,12,153
2672,812,2006-10-31,8,62
34972,953,2006-04-25,7,251
11218,1500,2006-06-21,15,194
19782,1348,2006-10-14,12,79
15304,900,2006-07-24,11,161
30212,936,2006-08-24,11,130
19818,1289,2006-09-11,11,112
23190,1507,2006-07-27,14,158
5893,617,2005-09-18,6,470
11980,814,2006-09-25,13,98
19103,948,2006-12-27,8,5
19357,340,2006-10-04,5,89
20958,1502,2006-07-28,11,157
21142,791,2006-08-28,8,126
20980,1349,2006-09-24,13,99
1154,889,2006-05-28,10,218
13615,681,2005-08-31,7,488
14253,827,2006-12-13,9,19
21275,1186,2006-07-06,10,179
29670,913,2006-01-15,9,351
24482,2308,2006-10-05,21,88
22270,1147,2006-05-04,12,242
250,1039,2006-10-30,14,63
24301,889,2006-11-22,9,40
34821,1077,2006-08-02,13,152
2694,739,2006-10-09,7,84
10443,1047,2006-06-25,9,190
22996,983,2006-05-22,10,224
4432,751,2006-10-02,7,91
25995,547,2006-01-25,8,341
29428,587,2006-08-31,8,123
26309,2035,2006-11-23,20,39
23712,1333,2006-09-04,11,119
25752,633,2006-09-07,7,116
20748,548,2006-08-19,6,135
4965,1516,2006-10-26,14,67
17945,1895,2006-06-12,20,203
11705,989,2006-09-10,13,113
16016,734,2006-12-07,8,25
29417,554,2006-09-03,7,120
2294,837,2006-02-28,9,307
26891,1195,2006-09-11,13,112
10883,459,2006-03-21,9,286
2508,690,2005-10-31,7,427
17221,1839,2006-11-11,17,51
4164,924,2006-10-04,10,89
24948,909,2006-04-10,10,266
31586,1013,2006-06-27,10,188
16985,367,2005-07-01,5,549
13064,481,2006-10-24,5,69
19721,379,2006-12-02,5,30
22798,784,2006-07-10,11,175
33217,1100,2006-12-02,13,30
14287,1469,2006-07-01,17,184
35867,1348,2006-12-28,10,4
36265,868,2006-10-15,10,78
35055,723,2006-07-28,7,157
13932,772,2006-03-02,7,305
3901,702,2006-05-08,10,238
25324,593,2006-05-05,7,241
5846,1420,2006-05-04,11,242
24717,876,2006-10-27,9,66
9149,879,2006-09-19,11,104
25091,879,2006-09-15,9,108
38242,1276,2006-07-26,15,159
12947,787,2006-09-29,8,94
28329,1012,2006-09-27,10,96
18464,1295,2006-07-22,14,163
1709,402,2006-02-11,6,324
7773,1022,2006-12-04,12,28
30897,873,2006-12-13,10,19
32587,576,2006-02-05,10,330
21745,724,2006-04-03,7,273
38549,914,2006-12-07,10,25
1466,674,2006-11-23,8,39
23395,736,2006-07-18,7,167
25945,1270,2006-07-28,11,157
26928,1295,2006-12-09,15,23
23495,1364,2006-12-07,14,25
12588,1178,2006-05-05,12,241
31049,299,2006-10-08,5,85
32157,557,2006-08-23,4,131
31788,962,2006-11-18,14,44
5209,842,2006-09-05,11,118
4634,876,2006-12-22,9,10
5454,672,2006-10-03,9,90
13010,639,2006-05-06,8,240
22970,1250,2006-09-12,9,111
13942,925,2006-07-27,9,158
24231,869,2006-05-03,14,243
4090,1246,2006-03-30,11,277
38628,363,2005-09-26,4,462
3850,779,2005-09-05,8,483
29396,837,2006-01-05,9,361
10775,1300,2006-12-13,15,19
11579,1193,2006-11-22,13,40
10217,871,2006-06-04,11,211
25984,792,2006-12-29,8,3
16435,795,2006-09-24,8,99
19904,663,2006-04-30,6,246
12725,814,2006-12-29,9,3
4712,974,2006-11-19,9,43
25196,1044,2006-10-18,13,75
28995,2132,2006-06-30,24,185
1542,333,2006-04-16,3,260
2913,1192,2005-12-28,11,369
26121,378,2006-09-15,5,108
15123,1467,2006-11-20,12,42
34268,557,2005-08-09,9,510
1501,426,2006-11-26,4,36
28546,1336,2006-10-05,16,88
23466,1114,2006-10-22,10,71
28782,855,2005-12-20,8,377
31332,833,2006-08-20,8,134
28682,816,2005-09-27,9,461
36475,683,2006-03-12,10,295
3553,687,2006-02-13,7,322
27024,1257,2006-09-11,13,112
9855,741,2006-05-11,8,235
7811,494,2005-12-10,5,387
4773,1323,2006-08-15,14,139
13217,892,2006-07-18,10,167
2750,730,2006-05-28,8,218
18012,582,2006-06-29,7,186
